Namespace(heuristic=False, output='res/LunarLanderAgent3_corrected_with_heruistic_v2.gif', weight='res/last_weight/5/LunarLander-v2.ckpt')

WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

Restore model from res/last_weight/5/LunarLander-v2.ckpt
iteration:  1
reward  1.6075887449872017 action  3
reward  -2.149163765071159 action  2
reward  -1.3065762547129978 action  3
reward  -2.2213167702231704 action  0
reward  11.53143896819364 action  2
reward  -0.4320180681465071 action  3
reward  -0.8562906785582054 action  3
reward  -0.8605651195656729 action  3
reward  11.840468227614467 action  3
reward  2.239252928168568 action  1
reward  1.095788099810503 action  1
reward  1.567765387433368 action  1
reward  -0.22340269994480508 action  1
reward  0.35769863945631286 action  0
reward  -0.2295350012373418 action  1
reward  -3.400957015064132 action  2
reward  -17.70617688957117 action  0
reward  -1.9665595016941146 action  3
reward  8.580115060683392 action  3
reward  11.361314775393778 action  3
reward  1.4738703115718093 action  1
reward  1.1540540360036726 action  1
reward  -0.30479749417291546 action  1
reward  -0.4302741564458852 action  1
reward  -0.2708588520520159 action  1
reward  -0.47744554808193196 action  1
reward  -0.3915592067462377 action  1
reward  -1.8515533284465449 action  2
reward  -0.5595830809752254 action  1
reward  -0.46049367567582844 action  1
reward  -0.4390936040199349 action  1
reward  -2.3215198925732574 action  2
reward  -12.47888510045414 action  2
reward  -9.298575480843594 action  1
reward  1.7348559925152938 action  3
reward  0.9704317130069662 action  3
reward  -0.9932644537742525 action  3
reward  -2.5719016333867017 action  0
reward  10.092181857190322 action  0
reward  12.298911332185375 action  3
reward  2.218473134758656 action  2
reward  -0.5578810662168336 action  1
reward  1.4792073269740271 action  0
reward  -0.6509238185559252 action  2
reward  0.4079150638991458 action  1
reward  -0.370234446830884 action  1
reward  -2.507209725398172 action  2
reward  -21.85390228500249 action  2
reward  2.605773497602289 action  3
reward  1.8007089718180336 action  3
reward  -1.9878219357877203 action  3
reward  9.799023237138565 action  0
reward  -0.8310130710128998 action  3
reward  7.2188451933787166 action  3
reward  3.0891806215165447 action  2
reward  0.47851838998077345 action  1
reward  -0.17375443943854946 action  2
reward  0.3279717562608344 action  1
reward  -0.07624217237273953 action  1
reward  0.4281492684662034 action  0
reward  0.025033073238604403 action  1
reward  -0.6570305185181724 action  2
reward  -0.33742469585585044 action  1
reward  -0.2940407564773053 action  1
reward  -0.8041414975254348 action  2
reward  -10.371336017541573 action  2
reward  -10.023328136241025 action  1
reward  0.19007476863379338 action  3
reward  9.468609771070748 action  3
reward  11.600562840517618 action  1
reward  -2.546165401039638 action  2
reward  -2.729446452341924 action  2
reward  -23.931588168990675 action  2
reward  1.956434287228607 action  0
reward  2.2394395399745064 action  3
reward  2.390241108614626 action  3
reward  -1.5075142556217707 action  2
reward  0.8723874179030748 action  3
reward  -2.273840901515824 action  3
reward  -2.578067800556383 action  0
reward  -2.4160761544210865 action  3
reward  10.758743976184357 action  3
reward  8.725547674631086 action  1
reward  -0.005549623885132887 action  1
reward  -8.19459077087535 action  1
reward  2.25131287941025 action  0
reward  2.2258568051619405 action  1
reward  1.4476748562725625 action  1
reward  -1.2458520211799111 action  1
reward  -1.9014568249708457 action  1
reward  -1.6607813075427476 action  1
reward  -1.390590413651991 action  1
reward  1.0129573261325693 action  1
reward  10.774901834966547 action  1
reward  1.379460804366758 action  0
reward  -8.66961730109673 action  2
reward  0.28561251507060104 action  1
reward  0.5203665579785106 action  0
reward  -0.3883297167282833 action  1
reward  -0.4097791352585787 action  1
reward  -0.306217125116343 action  1
reward  -0.4241624046928212 action  1
reward  0.5105661069745757 action  0
reward  -0.3316889769597029 action  1
reward  -0.29866003546405895 action  1
reward  0.5146395852276502 action  0
reward  -0.5105642732160287 action  1
reward  -0.6655853013833422 action  1
reward  -0.4616510683084012 action  1
reward  -0.667542245560752 action  1
reward  -0.6649615502729904 action  1
reward  0.49527731199625435 action  0
reward  -0.46499784933705857 action  1
reward  -0.3193877644271754 action  1
reward  -0.5368786974844741 action  1
reward  -0.6074099847280141 action  1
reward  -0.7597558354431218 action  1
reward  0.4794606302780551 action  0
reward  -0.44739359763673536 action  1
reward  -0.32791470940967815 action  1
reward  -0.43192466229893145 action  1
reward  -0.5067261512074583 action  1
reward  -0.43010485774145724 action  1
reward  -0.6484354003760149 action  1
reward  -0.47210912223486434 action  1
reward  -0.4824659621998346 action  1
reward  -0.45968079908157367 action  1
reward  2.046074441045608 action  0
reward  -10.93766796582939 action  1
reward  1.0407445646220215 action  3
reward  1.137821509866222 action  3
reward  0.935199218367335 action  3
reward  1.2109493177520865 action  3
reward  -0.005056986271203101 action  0
reward  1.104001198412605 action  3
reward  1.217433891573083 action  3
reward  1.2049538029135072 action  3
reward  1.1262815210030557 action  3
reward  0.10493759977883599 action  0
reward  0.10696438115937745 action  0
reward  -0.3156902989761814 action  3
reward  0.08843796910514648 action  3
reward  -1.5256158913609081 action  2
reward  0.8057221690051197 action  3
reward  -2.5451728283607 action  0
reward  12.177598523741224 action  2
reward  -0.9414526316266076 action  1
reward  -1.1766088430796564 action  1
reward  -0.8626817295297584 action  1
reward  0.16981981219622533 action  0
reward  -1.0357388315095963 action  1
reward  -0.6849462298234481 action  1
reward  -2.0201493288838988 action  2
reward  -1.1440372850569485 action  1
reward  -1.1467300056190293 action  1
reward  -1.3809914842503506 action  1
reward  -0.08944747597323754 action  0
reward  -1.212062187813024 action  1
reward  -0.10889922771428928 action  0
reward  -1.0516699273369798 action  1
reward  -1.4863897181881385 action  2
reward  -11.308554715161657 action  1
reward  10.609334029931452 action  3
reward  10.426193642605952 action  0
reward  -0.07729825777504118 action  0
reward  -0.22196172086727017 action  0
reward  -0.8882805804427278 action  2
reward  -11.468913955725196 action  2
reward  -8.886563277266218 action  3
reward  -0.23295164807323232 action  0
reward  8.880688216907089 action  0
reward  -1.1657733884925878 action  3
reward  11.39509562791996 action  3
reward  0.03569943947915705 action  2
reward  -0.9718732326330397 action  2
reward  1.438077038437496 action  1
reward  -9.638367986382748 action  1
reward  1.0663828761348537 action  3
reward  0.4540679664452274 action  3
reward  -0.05624541557898041 action  3
reward  -1.2401189679134237 action  3
reward  11.350685939586826 action  3
reward  0.5294327980672655 action  0
reward  0.1844798421043315 action  2
reward  -11.238992615408106 action  1
reward  9.370496329709704 action  1
reward  -0.7871211018525337 action  2
reward  -19.63549112331455 action  2
reward  1.4088804300961055 action  3
reward  0.21034673812981922 action  3
reward  -0.8533562748659544 action  3
reward  8.250546192876346 action  0
reward  11.539162750617946 action  3
reward  -0.40227021914674554 action  1
reward  0.16258707565924624 action  0
reward  -3.118252830415204 action  2
reward  0.11935461261870486 action  1
reward  0.5383943887539442 action  1
reward  -12.368668376887594 action  2
reward  1.7516816591159359 action  3
reward  0.623572687927042 action  3
reward  -0.26537768050869803 action  3
reward  -1.6308745345740892 action  3
reward  11.806874789984937 action  3
reward  -1.0371523902195456 action  2
reward  -1.7296252721686607 action  2
reward  -17.818240979350982 action  0
reward  2.758640593239439 action  3
reward  11.092007396577847 action  3
reward  -1.0444736363579412 action  3
reward  -2.0781957811648817 action  3
reward  7.272911104296566 action  3
reward  1.372237526201993 action  2
reward  0.6853503675534547 action  2
reward  0.2844808498733151 action  0
reward  -1.094086140027062 action  2
reward  1.932817374501564 action  0
reward  -0.39778514910037116 action  2
reward  -11.800101537736975 action  2
reward  1.4425996615921772 action  3
reward  -0.6185758500965821 action  3
reward  -1.7780585447132242 action  3
reward  11.779122362729455 action  3
reward  -0.05626659912640192 action  2
reward  0.8051622804440879 action  1
reward  -3.2738513758435372 action  2
reward  -8.468819230831397 action  0
reward  -0.9798255125266795 action  1
reward  9.454916578448609 action  1
reward  -0.9049148448676825 action  2
reward  -20.519499783220798 action  2
reward  2.5289606382995884 action  3
reward  0.7854597422475298 action  3
reward  -2.0896307534640486 action  3
reward  -2.1452635813766237 action  3
reward  9.178332698660805 action  3
reward  11.639760011161856 action  3
reward  -0.949329041122968 action  2
reward  0.9594016719806966 action  0
reward  0.2987060283521974 action  1
reward  1.65812904894083 action  1
reward  -1.4766973012882325 action  2
reward  -13.006004053741371 action  2
reward  -7.047504859918454 action  3
reward  2.806672444656337 action  3
reward  0.4568243825100258 action  3
reward  9.363525807194586 action  3
reward  -2.6122205805520005 action  3
reward  -2.956180716211764 action  3
reward  11.719123595657601 action  3
reward  3.2652146027557487 action  2
reward  -1.545742607440469 action  1
reward  -4.654007044205151 action  2
reward  -10.58977414579525 action  2
reward  -6.693897948784207 action  3
reward  2.896765249687069 action  3
reward  10.813011533429284 action  3
reward  -1.5891040786004023 action  3
reward  -2.49300631029149 action  3
reward  -2.962724458576757 action  3
reward  11.639662242419407 action  3
reward  1.9951009360563823 action  2
reward  -3.6181228139073225 action  2
reward  2.011227923239159 action  1
reward  -12.218936310893316 action  2
reward  -6.6260755552057935 action  3
reward  2.8325414137986313 action  3
reward  10.50370906069818 action  3
reward  -1.6660854016952438 action  3
reward  -2.622430042965759 action  3
reward  -3.004960880031876 action  3
reward  11.66431201913261 action  3
reward  3.7052057799774483 action  2
reward  -0.7706373852321444 action  1
reward  0.07805787805979847 action  0
reward  -2.3747740985010237 action  2
reward  -10.777874378025432 action  1
reward  -0.9730629380027433 action  3
reward  11.997598228336395 action  3
reward  -4.329335077312773 action  2
reward  1.8866835194016478 action  1
reward  -10.940377777154968 action  2
reward  -6.693472313673417 action  3
reward  12.234678159255031 action  3
reward  -0.1876745214090387 action  3
reward  -2.4111633329682385 action  3
reward  -2.8542691162778575 action  3
reward  11.795104678636763 action  3
reward  2.1074582974381655 action  1
reward  0.19420615584175138 action  0
reward  -1.000055112805135 action  2
reward  -20.82433662376095 action  0
reward  21.784893007625282 action  3
reward  -2.788072811271614 action  2
reward  -17.717655747193405 action  0
reward  -2.469014165241463 action  3
reward  22.426719772155426 action  0
reward  0.23111580851474045 action  0
reward  -4.714547758593954 action  2
reward  -20.782584606762924 action  2
reward  2.8992230403397463 action  3
reward  1.9641516774916898 action  3
reward  -2.0797295225345054 action  3
reward  8.81657882534858 action  3
reward  -2.852685716223855 action  3
reward  11.538169387782686 action  3
reward  2.607557610950665 action  2
reward  -0.6523806501596592 action  1
reward  1.2105289617454886 action  0
reward  -3.5862799499023046 action  2
reward  -22.930091604413978 action  2
reward  2.919236108525991 action  3
reward  3.0142617836809946 action  3
reward  0.06945968583626197 action  3
reward  -1.8531026998925657 action  3
reward  9.13337277549187 action  3
reward  -2.8806692803967153 action  3
reward  11.392638180391357 action  3
reward  2.2551225788267546 action  2
reward  -3.575316501467337 action  2
reward  3.501618614962696 action  1
reward  -9.491615524769415 action  2
reward  1.9628361790767326 action  3
reward  0.10416461102595889 action  3
reward  -1.9632893233626365 action  3
reward  -2.352330265967583 action  3
reward  -2.89943313951517 action  3
reward  11.36926065220432 action  3
reward  1.8972051597761428 action  2
reward  -0.1226546693873935 action  2
reward  -13.199272831197863 action  2
reward  2.588811456514795 action  1
reward  -8.031277029096968 action  1
reward  8.342045400491221 action  3
reward  -1.3046877719400054 action  1
reward  -1.2544964798770433 action  1
reward  12.073326830682015 action  1
reward  1.6680140608496963 action  0
reward  -3.9105589173070596 action  2
reward  -3.1585418589037344 action  2
reward  0.9055479766797596 action  0
reward  -11.87790114218545 action  2
reward  -0.11159020422957752 action  1
reward  -0.9721879359965573 action  1
reward  -1.4542895556772482 action  1
reward  -1.2704366212179383 action  1
reward  -1.1961879973837657 action  1
reward  8.846457767407879 action  1
reward  0.8997038763051364 action  2
reward  0.3969391632591666 action  2
reward  -3.325978561908708 action  2
reward  -0.5113184048734922 action  0
reward  -3.082915991471441 action  2
reward  -20.293349874805536 action  0
reward  0.6352612589772246 action  3
reward  10.483758912469478 action  3
reward  -1.1825362529471721 action  1
reward  9.91034561184627 action  1
reward  -1.724409064648252 action  2
reward  0.8010291165765662 action  3
reward  -0.3198218301077844 action  0
reward  -0.25123045272246713 action  0
reward  -1.0632540055499178 action  2
reward  -10.382209930709507 action  0
reward  0.06729311922816208 action  3
reward  11.050536621113396 action  3
reward  -0.18532935646852167 action  0
reward  -0.19018477588761157 action  2
reward  -8.829635606977005 action  3
reward  -11.931111646479648 action  1
reward  10.766426941338603 action  3
reward  9.669004208245932 action  1
reward  -0.8821817406099755 action  2
reward  -0.22410378711642664 action  0
reward  0.5329215222890309 action  3
reward  -1.4055480464672587 action  1
reward  0.8468581890855245 action  3
reward  -0.42343430237237384 action  2
reward  -12.582371266202731 action  2
reward  -8.699597259553398 action  3
reward  0.7278590286509126 action  3
reward  9.775068851838983 action  3
reward  -0.6763038616682724 action  3
reward  11.517940266872843 action  3
reward  -1.1866897689776892 action  2
reward  -0.3635432099900189 action  1
reward  -0.1529652989283008 action  0
reward  0.8349501393018113 action  3
reward  -3.3360152500099884 action  2
reward  -19.848678015220337 action  0
reward  0.8507761447909996 action  3
reward  9.996922759821745 action  3
reward  11.462324584007805 action  3
reward  1.2060058568856615 action  3
reward  -2.0382655022927123 action  2
reward  -1.4380824696186412 action  1
reward  0.9848170497702153 action  3
reward  0.74899887431915 action  3
reward  1.10898983934628 action  3
reward  -0.06586157103761536 action  0
reward  -0.06460690824859938 action  0
reward  -0.06334664325274986 action  0
reward  -0.06209911982136873 action  0
reward  -0.0608569670723611 action  0
reward  -0.1112945103824316 action  2
reward  -9.905270952699915 action  0
reward  -1.489492582087222 action  1
reward  9.704144578733478 action  1
reward  -0.5231036492156875 action  2
reward  -9.148705314421468 action  3
reward  -0.01973697573489261 action  3
reward  11.65398672336371 action  3
reward  0.9062067319868572 action  3
reward  1.249671667088209 action  3
reward  -1.2406848671137596 action  2
reward  -10.455580053701471 action  2
reward  0.5479832993383777 action  1
reward  -1.600025766031975 action  1
reward  -1.6107750819225461 action  1
reward  10.297572701823123 action  1
reward  0.3209587218427643 action  0
reward  0.3176078218705467 action  3
reward  -5.364809262764186 action  2
reward  -18.96858712934538 action  0
reward  1.6253547714607646 action  3
reward  0.36050085699047796 action  3
reward  -0.5376185025951077 action  3
reward  8.756276911701024 action  3
reward  11.477935928257034 action  3
reward  -0.7477321901622631 action  2
reward  2.109383782773031 action  3
reward  0.288192789017252 action  0
reward  0.9007971394954108 action  3
reward  -2.405288095938512 action  2
reward  -25.01714144985417 action  2
reward  2.303516053633041 action  3
reward  2.3851009909796814 action  3
reward  1.4951752250133705 action  3
reward  -0.21047059705244806 action  3
reward  9.176400588092138 action  3
reward  -2.323874511878435 action  3
reward  -2.9857178199173178 action  3
reward  11.484951873040872 action  3
reward  3.6971665245045644 action  2
reward  0.18717180382402177 action  0
reward  -2.12245334564158 action  1
reward  -0.6717947138811553 action  0
reward  0.1928755857089766 action  3
reward  1.864091508292688 action  0
reward  1.3344733081264561 action  3
reward  -2.0326256499894084 action  2
reward  -18.475871340196747 action  0
reward  -0.2704884988258971 action  3
reward  8.24182790229118 action  3
reward  12.348547508887465 action  3
reward  0.1148625894088238 action  1
reward  -1.200160934127118 action  1
reward  -4.391830076259597 action  2
reward  -17.383540065002485 action  3
reward  1.4501995203959848 action  3
reward  9.400394175622916 action  3
reward  -2.2943719744967823 action  3
reward  12.238756387604498 action  3
reward  1.1946546192610796 action  0
iteration:  3
reward  1.2912720696925828 action  1
reward  1.4054281503253787 action  1
reward  1.8049250087890993 action  1
reward  1.753515587947761 action  1
reward  0.5628814655299845 action  1
reward  0.01496000041166326 action  1
reward  -0.18636189786258114 action  1
reward  -0.625410102139681 action  1
reward  -1.1962844614642723 action  1
reward  -1.3216891317210286 action  1
reward  -2.0040919063281692 action  1
reward  -2.1519650636434435 action  1
reward  -2.5425970641810225 action  1
reward  -0.13683731499041868 action  2
reward  -3.5048774824603868 action  0
reward  -2.983313605465997 action  2
reward  0.641931938770125 action  2
reward  -1.2529092957574222 action  2
reward  1.3706885120839842 action  2
reward  -1.9050189893639982 action  2
reward  -3.614254851833209 action  0
reward  1.1259396591444897 action  2
reward  -4.126877182359379 action  3
reward  -0.10464233573863452 action  2
reward  -4.167026085203957 action  3
reward  -3.888146258201344 action  3
reward  -3.64252567612118 action  3
reward  2.494678550879894 action  2
reward  -3.383629071216204 action  3
reward  -3.1363569612985316 action  0
reward  -3.1610740570077938 action  3
reward  -2.9289997671017147 action  0
reward  -2.8095260336122565 action  3
reward  -2.462932898024603 action  3
reward  -2.3777301141559235 action  0
reward  4.264574436953223 action  2
reward  3.266575407476762 action  2
reward  -2.4023611504187827 action  3
reward  -2.1338513628084272 action  3
reward  -1.7907178483567054 action  3
reward  -1.8327324282294057 action  0
reward  3.8939391822902225 action  2
reward  4.138900814037453 action  2
reward  -1.6486736128167923 action  3
reward  -1.212408635067958 action  3
reward  -1.496348967890583 action  0
reward  -1.4376904620507105 action  0
reward  2.147201995062983 action  2
reward  -1.0197721076571884 action  3
reward  2.9580552512727083 action  2
reward  -0.6122339488452713 action  3
reward  -0.392024101268986 action  3
reward  -0.6853889588110178 action  0
reward  -0.0421484259423994 action  3
reward  4.1007681996827445 action  2
reward  4.303618352817904 action  2
reward  3.5341122210637197 action  2
reward  -0.4032741833660225 action  0
reward  0.28392458170893176 action  3
reward  0.4682038385065266 action  3
reward  0.13591572769382765 action  0
reward  3.8613070001734515 action  2
reward  0.20080932159771692 action  0
reward  4.222181002023899 action  2
reward  0.30157523290239396 action  0
reward  2.273525718930739 action  2
reward  2.7193174165897007 action  2
reward  1.1345755319240436 action  3
reward  1.8668147861457498 action  2
reward  4.71448035288567 action  2
reward  1.4565424248297358 action  3
reward  2.7012540241380636 action  2
reward  1.8262609610183642 action  3
reward  3.41526964307796 action  2
reward  2.1075054491144285 action  3
reward  1.5500926983230556 action  0
reward  4.988550642540543 action  2
reward  3.986672619853903 action  2
reward  5.352440236677649 action  2
reward  2.342842935124709 action  3
reward  5.3187137614147675 action  2
reward  -1.3761692400343566 action  3
reward  -0.5562720128471199 action  2
reward  -0.04244622035641327 action  2
reward  -2.6483776597126676 action  2
reward  -0.9721052973380211 action  2
reward  -4.263911570074611 action  1
reward  0.8866170585727218 action  2
reward  -4.107590405337759 action  1
reward  1.6346830591539117 action  2
reward  2.7230605377479096 action  2
reward  -3.886616814559288 action  1
reward  -3.579663934935239 action  1
reward  -3.3627427473944906 action  1
reward  0.28075436450675967 action  2
reward  -3.1609966655694564 action  0
reward  -0.5875239206237552 action  2
reward  2.132986370132085 action  2
reward  -3.256534831475078 action  1
reward  1.7930997802299202 action  2
reward  -2.887067827124979 action  1
reward  3.0620191767229814 action  2
reward  -2.7741613625830994 action  1
reward  -2.665779159856612 action  0
reward  -2.366847997035164 action  1
reward  3.9871617437123463 action  2
reward  -2.442156417521744 action  0
reward  -1.9782151089603406 action  1
reward  1.4174323219227574 action  2
reward  2.3881758320357394 action  2
reward  -0.3542498611972917 action  2
reward  -1.422993699116886 action  1
reward  3.4110307106399036 action  2
reward  -1.2855235396975775 action  1
reward  -1.5718303292626672 action  0
reward  3.3718593799837153 action  2
reward  -1.0905361633865585 action  1
reward  -1.3609579397438267 action  0
reward  1.3522397126743726 action  2
reward  -0.698697922495852 action  1
reward  -0.9958136545475043 action  0
reward  2.9770895878365993 action  2
reward  1.5712371745892824 action  2
reward  -0.3940658783413358 action  1
reward  -0.22895246659027066 action  1
reward  2.2192716577885223 action  2
reward  0.2364260062446715 action  1
reward  3.136004765414339 action  2
reward  1.2586702353569705 action  2
reward  0.6342618326086733 action  1
reward  10.663319643494477 action  1
reward  16.08288292326061 action  2
reward  3.8958776911310737 action  2
reward  13.6080776228991 action  2
reward  9.896544012199069 action  2
reward  10.184770967719555 action  2
reward  9.242944895807849 action  2
reward  -100 action  2
iteration:  4
reward  1.7266235533260794 action  1
reward  2.0414497900228255 action  1
reward  2.4326445051418673 action  1
reward  1.503323150858024 action  1
reward  1.3061029562738338 action  1
reward  0.6380785741905015 action  0
reward  1.2737457244298593 action  1
reward  0.8055820916070513 action  1
reward  -3.4385259171896108 action  2
reward  0.726554234999669 action  1
reward  0.4987185670029828 action  1
reward  0.27238011286340336 action  1
reward  -0.6209722502423745 action  0
reward  -0.24232547456187944 action  1
reward  -0.42440329283371514 action  1
reward  -0.6050598574187689 action  2
reward  -1.1285133830873235 action  0
reward  -2.211964696397216 action  3
reward  -1.824278986028446 action  0
reward  -2.255289067986496 action  0
reward  -3.360594945079298 action  3
reward  -2.6242777439737495 action  0
reward  -2.8527445936949505 action  0
reward  0.6987859279864324 action  2
reward  -3.528802229320148 action  3
reward  -3.3162523148678233 action  3
reward  -2.6409849038318214 action  0
reward  -2.9696286202922395 action  3
reward  -2.7129183877581498 action  3
reward  -2.3107140426765227 action  0
reward  -2.49223021183485 action  3
reward  -2.09562216422097 action  0
reward  -2.1365157150348737 action  1
reward  -2.271176863763259 action  0
reward  2.5418490496683264 action  2
reward  0.8642777687755483 action  2
reward  -2.336376017390876 action  0
reward  2.2733312586434637 action  2
reward  2.069029301007345 action  2
reward  -2.091484789596875 action  3
reward  -1.8208083833144417 action  3
reward  4.235577541050373 action  2
reward  -1.598087552392285 action  3
reward  -1.2837555869609492 action  3
reward  -1.3803004369838732 action  0
reward  4.739264851777546 action  2
reward  -1.4520407593800542 action  0
reward  0.5463386402149524 action  2
reward  -0.9772887486656134 action  3
reward  2.8887816685850796 action  2
reward  -1.1760424670185898 action  0
reward  3.1814221141050725 action  2
reward  -1.1714725241545523 action  0
reward  -0.6314901475389252 action  3
reward  1.3181404414068651 action  2
reward  4.146635630636308 action  2
reward  -0.4285728191185558 action  3
reward  -0.14598753131036687 action  3
reward  3.393296871154331 action  2
reward  0.0695107677198348 action  3
reward  0.40517264695898914 action  3
reward  0.02734858637745674 action  0
reward  4.960339609915036 action  2
reward  2.438001768015295 action  2
reward  0.5125038611572006 action  3
reward  0.8097935876462838 action  3
reward  3.208969444874538 action  2
reward  3.5554264981991652 action  2
reward  4.258997453091422 action  2
reward  3.0168761231183057 action  2
reward  3.785188214073412 action  2
reward  0.26631103979210025 action  0
reward  4.488736831587301 action  2
reward  4.306635611593674 action  2
reward  5.273761221604599 action  2
reward  0.9089777569647037 action  3
reward  0.5677844821699409 action  0
reward  3.803031057062964 action  2
reward  0.09348909607408132 action  1
reward  -0.07088845028843593 action  0
reward  2.739493793829536 action  2
reward  1.3839387265447953 action  2
reward  -3.2259612885630404 action  1
reward  -0.3848009329493777 action  2
reward  -2.848499175536317 action  3
reward  3.5973287601006065 action  2
reward  -3.1279212101859444 action  1
reward  0.8306791883976075 action  2
reward  -2.817292379023428 action  0
reward  -2.765297818455167 action  0
reward  2.0534756211265917 action  2
reward  -2.775499176659166 action  1
reward  3.8246011364662253 action  2
reward  -2.5406287165176864 action  1
reward  1.2461480003801853 action  2
reward  1.5288753202649843 action  2
reward  3.128863403684261 action  2
reward  -2.305601109472859 action  1
reward  -2.1839449178512496 action  0
reward  2.5768018843390452 action  2
reward  -1.9788708372072097 action  1
reward  -1.6051045785144697 action  1
reward  2.6327136260114345 action  2
reward  2.3273225094205943 action  2
reward  2.6079162346806983 action  2
reward  -1.7100680014465297 action  0
reward  3.765900839531139 action  2
reward  -1.7121580592465193 action  0
reward  -1.2659956539854977 action  1
reward  -1.389251572189778 action  0
reward  1.6888459957178383 action  2
reward  4.157601101127097 action  2
reward  1.9993418161949534 action  2
reward  -1.055213869592477 action  1
reward  1.632214641526059 action  2
reward  1.1059496535893174 action  2
reward  -0.716209015519438 action  1
reward  1.5348059830943555 action  2
reward  -0.8833595118157689 action  0
reward  0.36472290467879703 action  2
reward  3.897550808270535 action  2
reward  -0.1269103440768322 action  1
reward  4.9902796031442564 action  2
reward  2.3639056639567118 action  2
reward  0.4976667940108655 action  2
reward  3.325709882688682 action  2
reward  0.25768634772796983 action  1
reward  2.1354848344855784 action  2
reward  3.904168142299423 action  2
reward  0.6364364856405171 action  1
reward  0.030680261467097125 action  0
reward  3.314615619081988 action  2
reward  2.757222684395086 action  2
reward  2.0470897573825058 action  2
reward  1.9792470031731824 action  2
reward  2.9669614282281005 action  2
reward  1.1906262750371763 action  1
reward  4.02959734610381 action  2
reward  2.789601471797835 action  2
reward  5.71887754284904 action  2
reward  1.04821509806692 action  1
reward  4.669367684626747 action  2
reward  0.6054140549854281 action  2
reward  1.0535924321206351 action  2
reward  2.5681228174831405 action  2
reward  -2.4663234859331906 action  2
reward  -2.5734871803903716 action  1
reward  0.48777184586260774 action  2
reward  1.1573065545308878 action  2
reward  0.4525582433381146 action  2
reward  -0.7349436435854699 action  2
reward  -0.27236005648512956 action  2
reward  0.5021002781191413 action  2
reward  -0.3044156364687069 action  2
reward  1.668599546987221 action  2
reward  0.42816286634679274 action  2
reward  -0.051295196755918926 action  2
reward  -2.7074697558339125 action  0
reward  -0.8916654104706396 action  2
reward  2.461595054970357 action  2
reward  1.5316141395151532 action  2
reward  -0.602102422770318 action  2
reward  -3.2541769766758493 action  3
reward  3.081620251993482 action  2
reward  0.39916508174989646 action  2
reward  1.2627228777895112 action  2
reward  2.7785102610235386 action  2
reward  -3.586881157946691 action  3
reward  -2.1465956493881206 action  2
reward  -2.7530053901971727 action  3
reward  -2.861590795450651 action  3
reward  -2.659697283976071 action  3
reward  -2.845162341931271 action  0
reward  -2.8144396218661427 action  0
reward  1.826817723250454 action  2
reward  -2.1157118213440484 action  3
reward  -2.5355270431067964 action  0
reward  0.5689621492346901 action  2
reward  -1.4071160212989071 action  2
reward  -1.3741507203091163 action  3
reward  -1.41986399090534 action  3
reward  -0.9607425716236537 action  3
reward  -1.635048007100238 action  0
reward  3.085413925827564 action  2
reward  0.013832709769371843 action  2
reward  -0.4792708975202504 action  3
reward  -0.20471529172433975 action  3
reward  2.5761604709413577 action  2
reward  -0.8608067118800875 action  0
reward  -0.08497308773078657 action  3
reward  0.13865407799184595 action  3
reward  1.6146717690340437 action  2
reward  -0.11532024979783159 action  3
reward  10.063072630664367 action  3
reward  5.840907616150376 action  1
reward  5.808935011824517 action  1
reward  7.048056758502569 action  1
reward  7.333734859166129 action  1
reward  6.649555017304551 action  1
reward  6.058653503190031 action  1
reward  -6.453634253935113 action  1
reward  -4.018928992249335 action  1
reward  -100 action  1
iteration:  5
reward  -1.5380809493940137 action  1
reward  -2.4353561266903214 action  1
reward  -2.699168280870424 action  0
reward  -2.781971931142549 action  1
reward  -2.78180988642967 action  0
reward  -2.7243645659897027 action  0
reward  -2.883039018596547 action  1
reward  -3.066100785073529 action  1
reward  -2.9496079041951475 action  0
reward  -2.669801933662454 action  3
reward  -2.9069866333161927 action  1
reward  3.1508446420081784 action  2
reward  1.055249314726592 action  2
reward  -2.7395497554080634 action  0
reward  1.0206419450017392 action  2
reward  -2.344928541820279 action  3
reward  2.6195531252902358 action  2
reward  -2.298176567745172 action  3
reward  0.757258130227126 action  2
reward  2.3047358370169038 action  2
reward  -1.9341557523730148 action  3
reward  -1.7780909174290673 action  3
reward  0.1655111462493835 action  2
reward  -1.332899135738386 action  3
reward  -1.3209567241039781 action  3
reward  -0.93445239301269 action  3
reward  -0.9816039244771275 action  0
reward  3.412766978129537 action  2
reward  -0.8952793467589402 action  0
reward  -0.8362313736631108 action  0
reward  5.241274971533369 action  2
reward  -0.8734399036273715 action  0
reward  3.608976986345181 action  2
reward  2.9372260148237617 action  2
reward  3.6811954052667604 action  2
reward  2.879490859873113 action  2
reward  -1.328236344067817 action  1
reward  3.0844075792121375 action  2
reward  3.538909652998922 action  2
reward  -0.954345451423734 action  0
reward  -0.906768735243844 action  0
reward  0.8924837677572384 action  2
reward  1.2755959597750006 action  2
reward  0.7925918913603993 action  2
reward  -2.452135541060642 action  0
reward  -2.4070388666536076 action  0
reward  -0.16232305899324045 action  2
reward  0.017635906290490777 action  2
